LIBNAME,MEMNAME,MEMLABEL,TYPEMEM,NAME,TYPE,LENGTH,VARNUM,LABEL,FORMAT,FORMATL,FORMATD,INFORMAT,INFORML,INFORMD,JUST,NPOS,NOBS,ENGINE,CRDATE,MODATE,DELOBS,IDXUSAGE,MEMTYPE,IDXCOUNT,PROTECT,FLAGS,COMPRESS,REUSE,SORTED,SORTEDBY,CHARSET,COLLATE,NODUPKEY,NODUPREC,ENCRYPT,POINTOBS,GENMAX,GENNUM,GENNEXT,TRANSCOD
DATAQASG,AOM_TRA_ACTIE_TCMG,,,Mutatie_user,2,30,6,MUTATIE_USER,$,30,0,$,30,0,0,50,94,BASE,29JUN20:13:55:46,29JUN20:13:55:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,AOM_TRA_ACTIE_TCMG,,,Tra_cd,2,3,7,TRA_CD,$,3,0,$,3,0,0,80,94,BASE,29JUN20:13:55:46,29JUN20:13:55:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,AOM_TRANSACTIETYPE_TCMG,,,Beleidsadministratie_jn,2,1,1,BELEIDSADMINISTRATIE_JN,$,1,0,$,1,0,0,16,53,BASE,29JUN20:13:55:46,29JUN20:13:55:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,AOM_TRANSACTIETYPE_TCMG,,,Creatie_dat,1,8,2,CREATIE_DAT,DATETIME,22,3,DATETIME,22,3,1,0,53,BASE,29JUN20:13:55:46,29JUN20:13:55:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,AOM_TRANSACTIETYPE_TCMG,,,Creatie_user,2,30,3,CREATIE_USER,$,30,0,$,30,0,0,17,53,BASE,29JUN20:13:55:46,29JUN20:13:55:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,AOM_TRANSACTIETYPE_TCMG,,,Geldstroom_jn,2,1,4,GELDSTROOM_JN,$,1,0,$,1,0,0,47,53,BASE,29JUN20:13:55:46,29JUN20:13:55:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,AOM_TRANSACTIETYPE_TCMG,,,Mdw_mandaat_jn,2,1,5,MDW_MANDAAT_JN,$,1,0,$,1,0,0,48,53,BASE,29JUN20:13:55:46,29JUN20:13:55:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,AOM_TRANSACTIETYPE_TCMG,,,Mutatie_dat,1,8,6,MUTATIE_DAT,DATETIME,22,3,DATETIME,22,3,1,8,53,BASE,29JUN20:13:55:46,29JUN20:13:55:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,AOM_TRANSACTIETYPE_TCMG,,,Mutatie_user,2,30,7,MUTATIE_USER,$,30,0,$,30,0,0,49,53,BASE,29JUN20:13:55:46,29JUN20:13:55:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,AOM_TRANSACTIETYPE_TCMG,,,Tra_cd,2,3,8,TRA_CD,$,3,0,$,3,0,0,79,53,BASE,29JUN20:13:55:46,29JUN20:13:55:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,AOM_TRANSACTIETYPE_TCMG,,,Tra_oms,2,50,9,TRA_OMS,$,50,0,$,50,0,0,82,53,BASE,29JUN20:13:55:46,29JUN20:13:55:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,AOM_TRANSACTIETYPE_TCMG,,,Tra_stop,2,1,10,TRA_STOP,$,1,0,$,1,0,0,132,53,BASE,29JUN20:13:55:46,29JUN20:13:55:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Aanleverdatum,1,8,11,AANLEVERDATUM,DATETIME,22,3,DATETIME,22,3,1,32,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Bedrag,1,8,5,BEDRAG,,26,6,,26,6,1,16,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Bedrag_nlg,1,8,6,BEDRAG_NLG,,26,6,,26,6,1,24,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Beg_bic,2,11,24,BEG_BIC,$,11,0,$,11,0,0,453,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Beg_iban,2,34,25,BEG_IBAN,$,34,0,$,34,0,0,464,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Betaal_datum,1,8,29,BETAAL_DATUM,DATETIME,22,3,DATETIME,22,3,1,96,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Betaalrun_id,1,8,13,BETAALRUN_ID,,11,0,,11,0,1,40,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Betaling_id,1,8,17,BETALING_ID,,13,0,,13,0,1,64,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Betalingskenmerk,2,5,9,BETALINGSKENMERK,$,5,0,$,5,0,0,258,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Betalingsverzoeknummer,2,40,28,BETALINGSVERZOEKNUMMER,$,40,0,$,40,0,0,499,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Bic,2,11,23,BIC,$,11,0,$,11,0,0,442,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Bron,2,4,14,BRON,$,4,0,$,4,0,0,344,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Creatie_dat,1,8,18,CREATIE_DAT,DATETIME,22,3,DATETIME,22,3,1,72,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Creatie_user,2,30,19,CREATIE_USER,$,30,0,$,30,0,0,348,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Dos_cd,2,10,4,DOS_CD,$,10,0,$,10,0,0,124,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Iban,2,34,22,IBAN,$,34,0,$,34,0,0,408,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Invoerdatum,1,8,15,INVOERDATUM,DATETIME,22,3,DATETIME,22,3,1,48,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Mdw_id,1,8,16,MDW_ID,,13,0,,13,0,1,56,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Mutatie_dat,1,8,20,MUTATIE_DAT,DATETIME,22,3,DATETIME,22,3,1,80,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Mutatie_user,2,30,21,MUTATIE_USER,$,30,0,$,30,0,0,378,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Naam_begunstigde,2,60,8,NAAM_BEGUNSTIGDE,$,60,0,$,60,0,0,198,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Omschrijving,2,64,7,OMSCHRIJVING,$,64,0,$,64,0,0,134,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,On_hold_jn,2,1,30,ON_HOLD_JN,$,1,0,$,1,0,0,539,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Parkeer_valutadatum,1,8,27,PARKEER_VALUTADATUM,DATETIME,22,3,DATETIME,22,3,1,88,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Plaats,2,80,10,PLAATS,$,80,0,$,80,0,0,263,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Reg_cd,2,20,3,REG_CD,$,20,0,$,20,0,0,104,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Rel_id,1,8,1,REL_ID,,13,0,,13,0,1,0,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Sepa_betaling_indicatie,2,1,26,SEPA_BETALING_INDICATIE,$,1,0,$,1,0,0,498,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Sepa_xsd_bevinding,2,2048,31,SEPA_XSD_BEVINDING,$,2048,0,$,2048,0,0,540,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Status,2,1,12,STATUS,$,1,0,$,1,0,0,343,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_BETALING_TCMG,,,Tra_id,1,8,2,TRA_ID,,13,0,,13,0,1,8,555,BASE,29JUN20:13:56:55,29JUN20:13:56:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Aanleverdatum,1,8,12,AANLEVERDATUM,DATETIME,22,3,DATETIME,22,3,1,48,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Bedrag,1,8,5,BEDRAG,,26,6,,26,6,1,16,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Bedrag_nlg,1,8,6,BEDRAG_NLG,,26,6,,26,6,1,24,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Beg_bic,2,11,25,BEG_BIC,$,11,0,$,11,0,0,420,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Beg_iban,2,34,26,BEG_IBAN,$,34,0,$,34,0,0,431,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Betaalrun_id,1,8,13,BETAALRUN_ID,,11,0,,11,0,1,56,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Betalingskenmerk,2,5,22,BETALINGSKENMERK,$,5,0,$,5,0,0,370,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Betalingsverzoeknummer,2,40,29,BETALINGSVERZOEKNUMMER,$,40,0,$,40,0,0,466,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Bic,2,11,24,BIC,$,11,0,$,11,0,0,409,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Bron,2,4,14,BRON,$,4,0,$,4,0,0,306,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Creatie_dat,1,8,18,CREATIE_DAT,DATETIME,22,3,DATETIME,22,3,1,80,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Creatie_user,2,30,17,CREATIE_USER,$,30,0,$,30,0,0,310,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Dos_cd,2,20,4,DOS_CD,$,20,0,$,20,0,0,132,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Iban,2,34,23,IBAN,$,34,0,$,34,0,0,375,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Invoerdatum,1,8,16,INVOERDATUM,DATETIME,22,3,DATETIME,22,3,1,72,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Mdw_id,1,8,21,MDW_ID,,13,0,,13,0,1,96,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Mutatie_dat,1,8,20,MUTATIE_DAT,DATETIME,22,3,DATETIME,22,3,1,88,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Mutatie_user,2,30,19,MUTATIE_USER,$,30,0,$,30,0,0,340,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Omschrijving,2,64,7,OMSCHRIJVING,$,64,0,$,64,0,0,152,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Parkeer_valutadatum,1,8,28,PARKEER_VALUTADATUM,DATETIME,22,3,DATETIME,22,3,1,104,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Plaats,2,30,9,PLAATS,$,30,0,$,30,0,0,276,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Reg_cd,2,20,3,REG_CD,$,20,0,$,20,0,0,112,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Rekeningnummer,1,8,10,REKENINGNUMMER,,12,0,,12,0,1,32,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Rel_id,1,8,1,REL_ID,,13,0,,13,0,1,0,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Senterrekening,1,8,11,SENTERREKENING,,12,0,,12,0,1,40,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Sepa_betaling_indicatie,2,1,27,SEPA_BETALING_INDICATIE,$,1,0,$,1,0,0,465,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Tra_id,1,8,2,TRA_ID,,13,0,,13,0,1,8,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,Valutadatum,1,8,15,VALUTADATUM,DATETIME,22,3,DATETIME,22,3,1,64,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,BTM_HIST_BETALING_TCMG,,,naam_begunstigde,2,60,8,NAAM_BEGUNSTIGDE,$,60,0,$,60,0,0,216,38282,BASE,29JUN20:13:56:28,29JUN20:13:56:28,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,COR_BERICHT_TCMG,,,Afzender_id,1,8,3,AFZENDER_ID,,13,0,,13,0,1,16,1475927,BASE,29JUN20:13:56:57,29JUN20:13:56:57,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,COR_BERICHT_TCMG,,,Archief_cor_id,1,8,16,ARCHIEF_COR_ID,,13,0,,13,0,1,56,1475927,BASE,29JUN20:13:56:57,29JUN20:13:56:57,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,COR_BERICHT_TCMG,,,Batch_status,1,8,11,BATCH_STATUS,,11,0,,11,0,1,40,1475927,BASE,29JUN20:13:56:57,29JUN20:13:56:57,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,COR_BERICHT_TCMG,,,Bron,2,10,17,BRON,$,10,0,$,10,0,0,10430,1475927,BASE,29JUN20:13:56:57,29JUN20:13:56:57,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,COR_BERICHT_TCMG,,,Certserienummer,2,50,10,CERTSERIENUMMER,$,50,0,$,50,0,0,2378,1475927,BASE,29JUN20:13:56:57,29JUN20:13:56:57,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,COR_BERICHT_TCMG,,,Cor_id,1,8,1,COR_ID,,13,0,,13,0,1,0,1475927,BASE,29JUN20:13:56:57,29JUN20:13:56:57,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,COR_BERICHT_TCMG,,,Ed_bericht_id,1,8,2,ED_BERICHT_ID,,13,0,,13,0,1,8,1475927,BASE,29JUN20:13:56:57,29JUN20:13:56:57,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,COR_BERICHT_TCMG,,,Handtekening_ok,2,1,6,HANDTEKENING_OK,$,1,0,$,1,0,0,73,1475927,BASE,29JUN20:13:56:57,29JUN20:13:56:57,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,COR_BERICHT_TCMG,,,Ingezien,2,1,13,INGEZIEN,$,1,0,$,1,0,0,2428,1475927,BASE,29JUN20:13:56:57,29JUN20:13:56:57,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
